0.21020	0.40730	0.51608
0.05080	0.64520	0.07874
0.01730	0.78190	0.02213
0.03700	0.59260	0.06244
0.01970	1.28680	0.01531
0.01970	1.32650	0.01485
0.00260	0.40570	0.00641
0.00160	0.31860	0.00502
0.01620	0.36960	0.04383
0.00910	0.52600	0.01730
0.08250	0.54060	0.15261
0.15000	0.86480	0.17345
0.12100	0.57580	0.21014
0.00740	0.42470	0.01742
0.05650	0.74570	0.07577
0.14360	0.79250	0.18120
0.00980	0.71110	0.01378
0.01890	0.55300	0.03418
0.44980	0.70390	0.63901
0.49410	0.65520	0.75412
0.51440	0.64720	0.79481
0.47330	0.73710	0.64211
0.50310	0.84430	0.59588
0.53760	0.62400	0.86154
0.41390	0.81740	0.50636
0.52070	0.75380	0.69077
0.46800	0.74770	0.62592
0.48940	0.74010	0.66126
0.47400	0.84530	0.56075
0.18470	0.49170	0.37564
0.01820	1.18260	0.01539
0.20750	0.47830	0.43383
0.20610	0.76970	0.26777
0.03600	0.47720	0.07544
0.15640	0.79470	0.19680
0.03150	0.35850	0.08787
0.87240	1.01330	0.86095
0.67280	0.45130	1.49080
0.86730	0.99190	0.87438
0.83330	1.37660	0.60533
0.80760	1.34400	0.60089
0.74830	1.42220	0.52616
0.83180	1.29620	0.64172
0.69680	0.94430	0.73790
0.75970	1.01900	0.74553
0.85280	1.19290	0.71490
0.84980	1.30410	0.65164
0.85210	1.21360	0.70213
0.82750	1.19530	0.69229
0.82530	1.44050	0.57293
0.00000	0.26810	0.00000
0.00110	1.08100	0.00102
0.01250	1.53380	0.00815
0.07210	0.29480	0.24457
0.17010	0.32570	0.52226
0.03960	0.59900	0.06611
0.18200	0.60110	0.30278
0.16510	0.51230	0.32227
0.00140	0.73600	0.00190
0.09870	0.64610	0.15276
0.11930	0.51470	0.23179
0.00000	0.47510	0.00000
0.03530	1.14530	0.03082
0.00880	0.33560	0.02622
0.08750	0.96520	0.09065
0.01020	0.77390	0.01318
0.17150	0.69080	0.24826
